user_id,sentence_id,speed,overlaps_0,overlaps_1,overlaps_2,overlaps_3,overlaps_4,key_press_ms_avg,key_press_ms_sd,space_length_ms_avg,space_length_ms_sd,backspaces_deletes
user_107,ks_12,5.926037056484885,0.4012738853503185,0.10191082802547771,0,0,0,79.756410256410263,22.433483386610529,91.597402597402592,137.91369969905841,0.050955414012738856
user_107,ks_07,5.86199196069674,0.016666666666666666,0.3619047619047619,0.11904761904761904,0,0,84.937198067632849,22.445229480865013,83.106796116504853,156.92818298192003,0.05714285714285714
user_107,ks_10,5.748647933134148,0.05921052631578947,0.33223684210526316,0.09868421052631579,0,0,83.265306122448976,22.215495765730129,92.212328767123282,155.1268243368097,0.03289473684210526
user_107,ks_05,5.2907575615694356,0.04,0.3688888888888889,0.09333333333333334,0,0,79.801801801801801,27.962916182655107,112.82727272727273,241.20643211274856,0.09777777777777778
user_107,ks_00,5.192557334487235,0.005235602094240838,0.3769633507853403,0.12041884816753927,0,0,87.90425531914893,23.172833116781739,51.268817204301072,95.625067549059978,0.010471204188481676
user_107,ks_02,6.152713504417333,0.1623931623931624,0.25213675213675213,0.06837606837606838,0,0,81.648648648648646,22.019094354488505,84.718181818181819,160.3725283558243,0.0641025641025641
user_107,ks_08,7.863960209705605,0.22746781115879827,0.2017167381974249,0.07296137339055794,0,0,80.417391304347831,23.634897782616008,47.964912280701753,99.914694301053672,0.05150214592274678
user_107,ks_13,6.967325645249863,0.012315270935960592,0.3669950738916256,0.11822660098522167,0,0,82.254999999999995,26.493772381448437,61.040201005025125,110.19839756589136,0.06896551724137931
user_107,ks_01,6.154499151103566,0.3905579399141631,0.1072961373390558,0,0,0,85.365217391304341,68.972499930710583,73.517543859649123,135.60535054237999,0.07725321888412018
user_107,ks_06,6.061524473405061,0.0440251572327044,0.3584905660377358,0.09433962264150944,0,0,85.168831168831176,23.57601830024684,85.565789473684205,182.18688608464342,0.050314465408805034
user_107,ks_14,7.1640881030409265,0.11702127659574468,0.2872340425531915,0.09042553191489362,0.005319148936170213,0,84.793478260869563,21.671729753538294,52.010989010989015,110.20844331603064,0.031914893617021274
user_107,ks_04,6.804825239715434,0.1903409090909091,0.2556818181818182,0.05397727272727273,0,0,83.091954022988503,22.942773476685069,65.271676300578036,146.56274142716717,0.03409090909090909
user_107,ks_09,7.097680955727337,0.13861386138613863,0.2722772277227723,0.0891089108910891,0,0,84.757575757575751,23.103671014041662,54.183673469387756,106.9986025980442,0.039603960396039604
user_107,ks_03,6.691969636436276,0.10074626865671642,0.30223880597014924,0.08955223880597014,0,0,86.807692307692307,24.538539908242349,67.04651162790698,143.14544348915626,0.022388059701492536
user_107,ks_11,5.526366997470325,0.38028169014084506,0.11971830985915492,0,0,0,80.842857142857142,25.780189356661175,97.496402877697847,200.55941096141615,0.08450704225352113
user_107,cm_12,3.843466107617051,0.4090909090909091,0.09090909090909091,0,0,0,94.099999999999994,18.398097727754358,116.55555555555556,152.6354488541688,0.0
user_107,cm_05,4.975124378109452,0.34375,0.15625,0,0,0,85.533333333333331,21.688296895381669,72.785714285714292,158.33155924534194,0.0
user_107,cm_14,3.7091988130563798,0.5,0,0,0,0,72.444444444444443,22.867303738021096,132.25,105.57432216216213,0.0
user_107,cm_01,7.142857142857143,0.5,0,0,0,0,88.400000000000006,14.402777509911065,25.0,24.829418035870273,0.0
user_107,cm_13,6.782945736434108,0.42857142857142855,0.07142857142857142,0,0,0,77.833333333333329,20.268338746812862,32.399999999999999,49.962385851758526,0.0
user_107,cm_03,4.878048780487805,0.3958333333333333,0.10416666666666667,0,0,0,85.782608695652172,21.227456628947269,89.86363636363636,140.59299589904103,0.0
user_107,cm_04,4.246284501061571,0.40625,0.09375,0,0,0,94.666666666666671,31.71470041198911,108.07142857142857,185.3226777757088,0.0
user_107,cm_00,5.244755244755245,0.4166666666666667,0.08333333333333333,0,0,0,81.799999999999997,19.487431847218865,85.25,100.50963884125741,0.0
user_107,cm_08,5.716463414634146,0.4,0.1,0,0,0,85.714285714285708,22.444943978635401,67.615384615384613,131.04346810331438,0.0
user_107,cm_06,3.4722222222222223,0.2857142857142857,0.21428571428571427,0,0,0,92.166666666666671,32.784227237431658,77.799999999999997,184.97826899395508,0.14285714285714285
user_107,cm_02,4.310344827586207,0.2,0.3,0,0,0,96.5,19.358460682605941,-39.0,11.313708498984761,0.0
user_107,invalid-cm_10,2.1789459349039904,0.375,0.125,0,0,0,146.46666666666667,222.73148757092147,312.64285714285717,625.96229999929562,0.0
user_107,cm_09,2.7731558513588466,0.45,0.05,0,0,0,113.66666666666667,71.196129732513469,205.875,271.1509899945047,0.0
user_107,cm_07,3.254300325430033,0.35714285714285715,0.14285714285714285,0,0,0,128.5,62.553310597175162,23.199999999999999,111.06826729538911,0.0
user_107,cm_11,4.653567735263702,0.375,0.125,0,0,0,80.342857142857142,20.91061638381376,135.35294117647058,201.01037174776084,0.25
user_107,invalid-cm_10,2.0165224744682235,0.2,0.26666666666666666,0.03333333333333333,0,0,103.93103448275862,65.074456578060222,436.5,660.62219049274188,0.0
user_107,cm_10,2.6606358919781825,0.425,0.075,0,0,0,116.05,110.85732948253805,273.4736842105263,287.74117909952423,0.1
user_116,ks_08,8.082518666769301,0.3014354066985646,0.19617224880382775,0.004784688995215311,0,0,101.18269230769231,27.878777571933195,15.883495145631068,100.7747946768084,0.0
user_116,ks_11,7.450738916256158,0.3140495867768595,0.1859504132231405,0,0,0,93.474999999999994,24.337201461959424,21.638655462184875,60.531640603560426,0.008264462809917356
user_116,ks_06,5.844630245961523,0.35172413793103446,0.14482758620689656,0,0,0,93.805555555555557,26.213672688169222,21.591549295774648,67.51037008808845,0.0
user_116,ks_04,8.882065902735896,0.34055727554179566,0.15789473684210525,0.0030959752321981426,0,0,96.012422360248451,26.352363284037924,14.18125,53.904298515401351,0.0
user_116,ks_12,5.202913631633715,0.3466666666666667,0.15333333333333332,0,0,0,88.878378378378372,24.255371487961011,39.465753424657535,90.841889165583069,0.02666666666666667
user_116,ks_10,5.722345355631674,0.35789473684210527,0.14035087719298245,0,0,0,93.007042253521121,26.352030811143461,25.361702127659573,62.693024100466126,0.0
user_116,ks_07,7.078313253012048,0.3253333333333333,0.17066666666666666,0.005333333333333333,0,0,94.288770053475929,26.523161749354447,46.107526881720432,145.65196124430935,0.005333333333333333
user_116,ks_05,5.698878607757829,0.3655913978494624,0.12903225806451613,0.005376344086021506,0,0,92.5,23.738383886971274,33.945054945054942,87.523354828191984,0.010752688172043012
user_116,ks_00,5.445075757575757,0.2702702702702703,0.22702702702702704,0,0,0,99.152173913043484,26.057601237079052,15.274725274725276,81.651102552270842,0.0
user_116,ks_03,8.424764890282132,0.32684824902723736,0.17509727626459143,0,0,0,95.1171875,25.457876081673501,22.433070866141733,74.951384826567249,0.007782101167315175
user_116,ks_02,6.490556240669825,0.315,0.185,0,0,0,93.414141414141412,22.878250489820054,12.561224489795919,51.033215739405513,0.0
user_116,ks_01,6.3997821350762525,0.30158730158730157,0.19047619047619047,0.005291005291005291,0,0,96.723404255319153,20.125882697871724,10.96774193548387,58.006572043842489,0.0
user_116,ks_09,8.498583569405099,0.3081081081081081,0.1783783783783784,0.016216216216216217,0,0,96.141304347826093,22.313274232938763,20.241758241758241,63.757497410339631,0.0
user_116,ks_13,5.567346436590692,0.35082872928176795,0.14917127071823205,0,0,0,91.188888888888883,27.310109827048155,37.279329608938546,93.361615499693386,0.016574585635359115
user_116,ks_14,5.41044776119403,0.3028571428571429,0.18857142857142858,0.005714285714285714,0,0,98.091954022988503,24.509736364179123,18.534883720930232,63.982137346333495,0.0
user_116,cm_13,7.8125,0.38461538461538464,0.15384615384615385,0,0,0,90.666666666666671,11.925695879998877,3.2000000000000002,15.676734353812341,0.0
user_116,cm_07,3.125,0.4375,0.0625,0,0,0,100.57142857142857,49.658425102629558,58.666666666666664,82.45133244661497,0.0
user_116,cm_04,4.484304932735426,0.21875,0.21875,0.0625,0,0,199.46666666666667,404.68158127374932,-38.857142857142854,440.82890382662021,0.0
user_116,cm_06,3.9556962025316453,0.4,0.1,0,0,0,92.0,30.724582991474431,42.666666666666664,78.745722987911478,0.0
user_116,cm_12,3.0968468468468466,0.2727272727272727,0.22727272727272727,0,0,0,104.0,14.75127113166862,37.333333333333336,113.63880401420009,0.0
user_116,cm_11,6.4655172413793105,0.3611111111111111,0.1388888888888889,0,0,0,101.64705882352941,21.911429132842947,17.0,43.623388222374473,0.0
user_116,cm_08,6.421232876712329,0.3,0.13333333333333333,0.06666666666666667,0,0,94.857142857142861,21.350333362593606,-3.6923076923076925,55.124173973067542,0.0
